"","Var.1","Release.Date","Movie","Production.Budget","Domestic.Gross","Worldwide.Gross"
"7157",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"7159",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"7161",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"7163",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"7165",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"7167",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"7169",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"7171",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"7173",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"7175",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"7177",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"7179",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"7181",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"7183",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"7185",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"7187",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"7189",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"7191",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"7193",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"7195",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"7197",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"7199",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"7201",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"7203",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"7205",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"7207",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"7209",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"7211",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"7213",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"7215",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"7217",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"7219",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"7221",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"7223",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"7225",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"7227",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"7229",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"7231",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"7233",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"7235",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"7237",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"7239",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"7241",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"7243",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"7245",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"7247",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"7249",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"7251",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"7253",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"7255",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"7257",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"7259",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"7261",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"7263",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"7265",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"7267",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"7269",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"7271",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"7273",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"7275",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"7277",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"7279",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"7281",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"7283",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"7285",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"7287",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"7289",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"7291",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"7293",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"7295",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"7297",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"7299",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"7301",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"7303",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"7305",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"7307",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"7309",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"7311",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"7313",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"7315",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"7317",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"7319",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"7321",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"7323",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"7325",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"7327",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"7329",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"7331",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"7333",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"7335",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"7337",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"7339",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"7341",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"7343",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"7345",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"7347",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"7349",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"7351",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"7353",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"7355",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"7357",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"7359",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"7361",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"7363",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"7365",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"7367",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"7369",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"7371",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"7373",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"7375",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"7377",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"7379",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"7381",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"7383",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"7385",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"7387",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"7389",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"7391",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"7393",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"7395",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"7397",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"7399",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"7401",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"7403",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"7405",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"7407",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"7409",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"7411",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"7413",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"7415",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"7417",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"7419",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"7421",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"7423",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"7425",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"7427",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"7429",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"7431",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"7433",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"7435",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"7437",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"7439",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"7441",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"7443",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"7445",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"7447",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"7449",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"7451",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"7453",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"7455",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"7457",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"7459",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"7461",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"7463",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"7465",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"7467",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"7469",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"7471",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"7473",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"7475",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"7477",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"7479",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"7481",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"7483",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"7485",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"7487",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"7489",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"7491",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"7493",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"7495",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"7497",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"7499",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"7501",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"7503",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"7505",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"7507",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"7509",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"7511",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"7513",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"7515",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"7517",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"7519",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"7521",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"7523",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"7525",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"7527",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"7529",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"7531",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"7533",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"7535",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"7537",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"7539",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"7541",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"7543",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"7545",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"7547",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"7549",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"7551",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"7553",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"7555",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"7557",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"7559",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"7561",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"7563",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"7565",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"7567",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"7569",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"7571",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"7573",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"7575",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"7577",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"7579",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"7581",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"7583",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"7585",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"7587",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"7589",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"7591",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"7593",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"7595",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"7597",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"7599",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"7601",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"7603",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"7605",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"7607",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"7609",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"7611",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"7613",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"7615",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"7617",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"7619",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"7621",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"7623",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"7625",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"7627",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"7629",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"7631",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"7633",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"7635",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"7637",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"7639",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"7641",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"7643",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"7645",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"7647",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"7649",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"7651",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"7653",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"7655",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"7657",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"7659",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"7661",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"7663",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"7665",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"7667",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
